text,class,steps,intent,text_te
Please place the left floor mat in the cabin floor.,Manipulation,"[{'action': 'place', 'object': 'left floor mat', 'location': 'cabin floor'}]",only need for navigation,దయచేసి ఎడమ అంతస్తు మత్ క్యాబిన్ అంతస్తులో ఉంచండి.
"In the seat frame, install the left seat carefully.",Manipulation,"[{'action': 'install', 'object': 'left seat', 'location': 'seat frame'}]",only need for navigation,"సీటు ఫ్రేమ్ లో, ఎడమ సీటు జాగ్రత్తగా ఇన్స్టాల్."
Go to the cabin floor and position the rear floor mat.,Manipulation,"[{'action': 'place', 'object': 'rear floor mat', 'location': 'cabin floor'}]",only need for navigation,క్యాబిన్ నేల వెళ్ళండి మరియు వెనుక అంతస్తు మత్ స్థానంలో.
The left wiring harness should be picked at the electronics rack.,Manipulation,"[{'action': 'pick', 'object': 'left wiring harness', 'location': 'electronics rack'}]",only need for navigation,ఎడమ వైరింగ్ హార్న్ ఎలక్ట్రానిక్స్ రాక్ వద్ద తీయాలి.
Please coat the left mirror cover in the touch-up zone.,Manipulation,"[{'action': 'paint', 'object': 'left mirror cover', 'location': 'touch-up zone'}]",only need for navigation,దయచేసి టచ్ అప్ జోన్ లో ఎడమ అద్దం కవర్ పూత.
"In the underbody, join the rear floor panel carefully.",Manipulation,"[{'action': 'weld', 'object': 'rear floor panel', 'location': 'underbody'}]",only need for navigation,"లో బాడీ, జాగ్రత్తగా వెనుక ఫ్లోర్ ప్యానెల్ చేరండి."
The rear tool kit should be positioned at the storage area.,Manipulation,"[{'action': 'place', 'object': 'rear tool kit', 'location': 'storage area'}]",only need for navigation,వెనుక టూల్ కిట్ ని నిల్వ ప్రాంతంలో ఉంచాలి.
Begin by secureing the rear hose clamp in the radiator inlet.,Manipulation,"[{'action': 'tighten', 'object': 'rear hose clamp', 'location': 'radiator inlet'}]",only need for navigation,రేడియేటర్ ఇన్లెట్ లో వెనుక గొట్టం బిగింపును అమర్చడం ద్వారా ప్రారంభించండి.
The rear dashboard panel should be picked at the component rack.,Manipulation,"[{'action': 'pick', 'object': 'rear dashboard panel', 'location': 'component rack'}]",only need for navigation,వెనుక డాష్బోర్డ్ ప్యానెల్ను భాగం రాక్ వద్ద ఎంచుకోవాలి.
"In the passenger seat, align the front headrest carefully.",Manipulation,"[{'action': 'adjust', 'object': 'front headrest', 'location': 'passenger seat'}]",only need for navigation,"ప్రయాణీకుల సీటులో, ముందు తలబొమ్మను జాగ్రత్తగా సమలేఖనం చేయండి."
Go to the firewall mounting point and fit the right ECU.,Manipulation,"[{'action': 'install', 'object': 'right ECU', 'location': 'firewall mounting point'}]",only need for navigation,ఫైర్వాల్ మౌంటు పాయింట్ వెళ్ళండి మరియు కుడి ECU అమర్చండి.
The right bumper should be sprayed at the paint booth.,Manipulation,"[{'action': 'paint', 'object': 'right bumper', 'location': 'paint booth'}]",only need for navigation,కుడి బంపర్ పెయింట్ స్టాండ్ వద్ద స్ప్రే చేయాలి.
Please weld the left suspension bracket in the rear assembly section.,Manipulation,"[{'action': 'weld', 'object': 'left suspension bracket', 'location': 'rear assembly section'}]",only need for navigation,దయచేసి వెనుక అసెంబ్లీ విభాగంలో ఎడమ సస్పెన్షన్ బ్రాకెట్ను వేడి చేయండి.
Begin by spraying the front mirror cover in the paint booth.,Manipulation,"[{'action': 'paint', 'object': 'front mirror cover', 'location': 'paint booth'}]",only need for navigation,పెయింట్ స్టాండ్ లో ముందు అద్దం కవర్ స్ప్రే ద్వారా ప్రారంభించండి.
Secure the rear nut at the dashboard bracket.,Manipulation,"[{'action': 'tighten', 'object': 'rear nut', 'location': 'dashboard bracket'}]",only need for navigation,డాష్బోర్డ్ బ్రాకెట్ వద్ద వెనుక ముద్దను అటాచ్ చేయండి.
Go to the control arm mount and fuse the rear suspension bracket.,Manipulation,"[{'action': 'weld', 'object': 'rear suspension bracket', 'location': 'control arm mount'}]",only need for navigation,నియంత్రణ చేతి మౌంట్ వెళ్ళండి మరియు వెనుక సస్పెన్షన్ బ్రాకెట్ కదిలించు.
You must attach the rear seat in the cabin floor.,Manipulation,"[{'action': 'install', 'object': 'rear seat', 'location': 'cabin floor'}]",only need for navigation,మీరు క్యాబిన్ నేలపై వెనుక సీటును అమర్చాలి.
"In the color curing chamber, spray the front roof panel carefully.",Manipulation,"[{'action': 'paint', 'object': 'front roof panel', 'location': 'color curing chamber'}]",only need for navigation,"రంగు క్యూరింగ్ గదిలో, ముందు పైకప్పు ప్యానెల్ జాగ్రత్తగా స్ప్రే."
"In the pipe rack, retrieve the left coolant pipe carefully.",Manipulation,"[{'action': 'pick', 'object': 'left coolant pipe', 'location': 'pipe rack'}]",only need for navigation,"పైప్ రాక్ లో, జాగ్రత్తగా ఎడమ శీతలీకరణ పైపు తిరిగి."
"In the paint booth, coat the left bumper carefully.",Manipulation,"[{'action': 'paint', 'object': 'left bumper', 'location': 'paint booth'}]",only need for navigation,"పెయింట్ స్టాబ్ లో, జాగ్రత్తగా ఎడమ బంపర్ పూత."
Begin by mounting the left fuse box in the electrical bay.,Manipulation,"[{'action': 'install', 'object': 'left fuse box', 'location': 'electrical bay'}]",only need for navigation,ఎడమ ఫ్యూజ్ బాక్స్ను విద్యుత్ బేలో అమర్చడం ద్వారా ప్రారంభించండి.
Tighten the rear hose clamp at the radiator inlet.,Manipulation,"[{'action': 'tighten', 'object': 'rear hose clamp', 'location': 'radiator inlet'}]",only need for navigation,రేడియేటర్ ఇన్లెట్ వద్ద వెనుక గొట్టం బిగించి.
"In the electrical parts tray, grab the front fuse carefully.",Manipulation,"[{'action': 'pick', 'object': 'front fuse', 'location': 'electrical parts tray'}]",only need for navigation,"విద్యుత్ భాగాలు ట్రే లో, జాగ్రత్తగా ముందు ఫ్యూజ్ పట్టుకోండి."
The front nut should be fastened at the battery terminal.,Manipulation,"[{'action': 'tighten', 'object': 'front nut', 'location': 'battery terminal'}]",only need for navigation,ముందు ముద్ద బ్యాటరీ టెర్మినల్ వద్ద అమర్చాలి.
Please fasten the right bolt in the seat rail.,Manipulation,"[{'action': 'tighten', 'object': 'right bolt', 'location': 'seat rail'}]",only need for navigation,దయచేసి సీటు రేల్ కుడి బోర్డును అటాచ్ చేయండి.
Please adjust the left sun visor in the roof panel.,Manipulation,"[{'action': 'adjust', 'object': 'left sun visor', 'location': 'roof panel'}]",only need for navigation,దయచేసి పైకప్పు ప్యానెల్ లో ఎడమ సన్ విజర్ సర్దుబాటు.
You must mount the front seat in the seat frame.,Manipulation,"[{'action': 'install', 'object': 'front seat', 'location': 'seat frame'}]",only need for navigation,మీరు సీటు ఫ్రేమ్ లో ముందు సీటు మౌంట్ చేయాలి.
Begin by tightening the left nut in the dashboard bracket.,Manipulation,"[{'action': 'tighten', 'object': 'left nut', 'location': 'dashboard bracket'}]",only need for navigation,డాష్బోర్డ్ బ్రాకెట్ లో ఎడమ ముద్దను బిగించడం ద్వారా ప్రారంభించండి.
Go to the dashboard bracket and secure the rear nut.,Manipulation,"[{'action': 'tighten', 'object': 'rear nut', 'location': 'dashboard bracket'}]",only need for navigation,డాష్బోర్డ్ బ్రాకెట్ వెళ్ళండి మరియు వెనుక నట్ అటాచ్.
Please align the front seat position in the cabin.,Manipulation,"[{'action': 'adjust', 'object': 'front seat position', 'location': 'cabin'}]",only need for navigation,దయచేసి క్యాబిన్ లో ముందు సీటు స్థానం సమలేఖనం.
You must spray the right roof panel in the top coat zone.,Manipulation,"[{'action': 'paint', 'object': 'right roof panel', 'location': 'top coat zone'}]",only need for navigation,మీరు పైకప్పు జోన్ లో కుడి పైకప్పు ప్యానెల్ స్ప్రే చేయాలి.
The front air filter should be placeed at the engine compartment.,Manipulation,"[{'action': 'place', 'object': 'front air filter', 'location': 'engine compartment'}]",only need for navigation,ముందు వాయు ఫిల్టర్ ఇంజిన్ కంపార్ట్మెంట్లో ఉంచాలి.
Begin by mounting the left windshield in the windshield mount.,Manipulation,"[{'action': 'install', 'object': 'left windshield', 'location': 'windshield mount'}]",only need for navigation,ముందు గ్లాస్ మౌంట్ లో ఎడమ ఫ్రంట్ గ్లాస్ మౌంట్ ద్వారా ప్రారంభించండి.
The front bolt set should be grabed at the fastener tray.,Manipulation,"[{'action': 'pick', 'object': 'front bolt set', 'location': 'fastener tray'}]",only need for navigation,ముందు బోర్ట్ సెట్ను బిగించే ట్రే వద్ద పట్టుకోవాలి.
Please coat the rear hood in the painting bay.,Manipulation,"[{'action': 'paint', 'object': 'rear hood', 'location': 'painting bay'}]",only need for navigation,దయచేసి పెయింటింగ్ బే లో వెనుక హుడ్ పూత.
You must join the rear exhaust hanger in the underbody.,Manipulation,"[{'action': 'weld', 'object': 'rear exhaust hanger', 'location': 'underbody'}]",only need for navigation,మీరు బాడీలో వెనుక ఎగ్జాస్ట్ హ్యాంగర్ చేరాలి.
Go to the component shelf and grab the rear coolant pipe.,Manipulation,"[{'action': 'pick', 'object': 'rear coolant pipe', 'location': 'component shelf'}]",only need for navigation,భాగాలు షెల్ఫ్ వెళ్ళండి మరియు వెనుక శీతలీకరణ పైపు పడుతుంది.
You must tune the rear steering column in the driver zone.,Manipulation,"[{'action': 'adjust', 'object': 'rear steering column', 'location': 'driver zone'}]",only need for navigation,మీరు డ్రైవర్ జోన్ లో వెనుక స్టీరింగ్ కాలమ్ అట్యూన్ చేయాలి.
Please retrieve the left bolt set in the fastener tray.,Manipulation,"[{'action': 'pick', 'object': 'left bolt set', 'location': 'fastener tray'}]",only need for navigation,దయచేసి ఫాస్ట్నెర్ ట్రే లో ఎడమ బోర్ట్ సెట్ పొందండి.
Please weld the left floor panel in the underbody.,Manipulation,"[{'action': 'weld', 'object': 'left floor panel', 'location': 'underbody'}]",only need for navigation,దయచేసి ఎడమ ఫ్లోర్ ప్యానెల్ లో బోర్డు లో వేల్.
You must place the right tool kit in the storage area.,Manipulation,"[{'action': 'place', 'object': 'right tool kit', 'location': 'storage area'}]",only need for navigation,మీరు సరైన సాధన సమితిని నిల్వ ప్రాంతంలో ఉంచాలి.
Tighten the left hose clamp at the radiator inlet.,Manipulation,"[{'action': 'tighten', 'object': 'left hose clamp', 'location': 'radiator inlet'}]",only need for navigation,రేడియేటర్ ఇన్లెట్ వద్ద ఎడమ గొట్టం బిగింపు బిగించండి.
The front hood should be coated at the painting bay.,Manipulation,"[{'action': 'paint', 'object': 'front hood', 'location': 'painting bay'}]",only need for navigation,ముందు హుడ్ పెయింటింగ్ బే వద్ద పూత ఉండాలి.
You must mount the right ECU in the firewall mounting point.,Manipulation,"[{'action': 'install', 'object': 'right ECU', 'location': 'firewall mounting point'}]",only need for navigation,మీరు ఫైర్వాల్ మౌంటు పాయింట్ కుడి ECU మౌంట్ చేయాలి.
Begin by positioning the left air filter in the air intake housing.,Manipulation,"[{'action': 'place', 'object': 'left air filter', 'location': 'air intake housing'}]",only need for navigation,ఎడమ వాయు ఫిల్టర్ను వాయు ప్రవేశ హౌసింగ్లో ఉంచడం ద్వారా ప్రారంభించండి.
The rear lug nut should be fastened at the wheel hub.,Manipulation,"[{'action': 'tighten', 'object': 'rear lug nut', 'location': 'wheel hub'}]",only need for navigation,వెనుక లగ్ నట్ను చక్రం యొక్క నాబ్ వద్ద అమర్చాలి.
Begin by installing the left steering wheel in the cockpit.,Manipulation,"[{'action': 'install', 'object': 'left steering wheel', 'location': 'cockpit'}]",only need for navigation,ఎడమ స్టీరింగ్ వీల్ను కాక్పిట్లో ఇన్స్టాల్ చేయడం ద్వారా ప్రారంభించండి.
You must tune the left headrest in the driver seat.,Manipulation,"[{'action': 'adjust', 'object': 'left headrest', 'location': 'driver seat'}]",only need for navigation,మీరు డ్రైవర్ సీటు లో ఎడమ తలస్థాపించు సెట్ చేయాలి.
You must spray the left mirror cover in the touch-up zone.,Manipulation,"[{'action': 'paint', 'object': 'left mirror cover', 'location': 'touch-up zone'}]",only need for navigation,మీరు టచ్ అప్ జోన్ లో ఎడమ అద్దం కవర్ చల్లడం ఉండాలి.
The right screw should be tightened at the interior panel.,Manipulation,"[{'action': 'tighten', 'object': 'right screw', 'location': 'interior panel'}]",only need for navigation,కుడి స్క్రూ లోపలి ప్యానెల్ వద్ద బిగించి ఉండాలి.
Begin by joining the left exhaust hanger in the underbody.,Manipulation,"[{'action': 'weld', 'object': 'left exhaust hanger', 'location': 'underbody'}]",only need for navigation,ఎడమ ఎగ్జాస్ట్ హ్యాంగర్ లోకి బాడీ లో చేరడం ద్వారా ప్రారంభించండి.
The right screw should be fastened at the interior panel.,Manipulation,"[{'action': 'tighten', 'object': 'right screw', 'location': 'interior panel'}]",only need for navigation,కుడి స్క్రూ లోపలి ప్యానెల్ వద్ద అమర్చాలి.
The front license plate should be seted at the rear panel.,Manipulation,"[{'action': 'place', 'object': 'front license plate', 'location': 'rear panel'}]",only need for navigation,ముందు లైసెన్స్ ప్లేట్ వెనుక ప్యానెల్ వద్ద సెట్ చేయాలి.
Please grab the left wiring harness in the wiring tray.,Manipulation,"[{'action': 'pick', 'object': 'left wiring harness', 'location': 'wiring tray'}]",only need for navigation,దయచేసి వైరింగ్ ట్రే లో ఎడమ వైరింగ్ హార్న్ పట్టుకోండి.
Retrieve the front airbag module at the airbag supply shelf.,Manipulation,"[{'action': 'pick', 'object': 'front airbag module', 'location': 'airbag supply shelf'}]",only need for navigation,ఎయిర్బ్యాగ్ సరఫరా షెల్ఫ్ వద్ద ముందు ఎయిర్బ్యాగ్ మాడ్యూల్ పొందండి.
Begin by adjusting the right headrest in the driver seat.,Manipulation,"[{'action': 'adjust', 'object': 'right headrest', 'location': 'driver seat'}]",only need for navigation,డ్రైవర్ సీటులో కుడి తలబొమ్మను సర్దుబాటు చేయడం ద్వారా ప్రారంభించండి.
"In the pedal mounting plate, fit the left brake pedal carefully.",Manipulation,"[{'action': 'install', 'object': 'left brake pedal', 'location': 'pedal mounting plate'}]",only need for navigation,"పెడల్ మౌంటు ప్లేట్ లో, ఎడమ బ్రేక్ పెడల్ ను జాగ్రత్తగా అమర్చండి."
Please set the right license plate in the rear bumper mount.,Manipulation,"[{'action': 'place', 'object': 'right license plate', 'location': 'rear bumper mount'}]",only need for navigation,దయచేసి కుడి లైసెన్స్ ప్లేట్ వెనుక బంపర్ మౌంట్ లో సెట్.
Paint the rear mirror cover at the touch-up zone.,Manipulation,"[{'action': 'paint', 'object': 'rear mirror cover', 'location': 'touch-up zone'}]",only need for navigation,టచ్ అప్ జోన్ వద్ద వెనుక అద్దం కవర్ పెయింట్.
Go to the seat rail and tighten the front bolt.,Manipulation,"[{'action': 'tighten', 'object': 'front bolt', 'location': 'seat rail'}]",only need for navigation,సీటు రేల్ వెళ్ళండి మరియు ముందు బోల్ట్ బిగించి.
You must fasten the right nut in the battery terminal.,Manipulation,"[{'action': 'tighten', 'object': 'right nut', 'location': 'battery terminal'}]",only need for navigation,మీరు బ్యాటరీ టెర్మినల్ కుడి ముద్ద అమర్చాలి.
Coat the front hood at the painting bay.,Manipulation,"[{'action': 'paint', 'object': 'front hood', 'location': 'painting bay'}]",only need for navigation,పెయింటింగ్ బే వద్ద ముందు హుడ్ కోట్.
Position the left floor mat at the cabin floor.,Manipulation,"[{'action': 'place', 'object': 'left floor mat', 'location': 'cabin floor'}]",only need for navigation,కుడి ఫ్లోర్ మాట్ క్యాబిన్ అంతస్తులో ఉంచండి.
The left windshield should be attached at the windshield mount.,Manipulation,"[{'action': 'install', 'object': 'left windshield', 'location': 'windshield mount'}]",only need for navigation,ఎడమ కాలిఫ్రాన్స్క్రీన్ కాలిఫ్రాన్స్క్రీన్ మౌంట్ వద్ద అమర్చాలి.
Please set the left floor mat in the cabin floor.,Manipulation,"[{'action': 'place', 'object': 'left floor mat', 'location': 'cabin floor'}]",only need for navigation,దయచేసి కుడి అంతస్తు మత్ క్యాబిన్ అంతస్తులో ఉంచండి.
Fuse the left door hinge at the hinge pillar.,Manipulation,"[{'action': 'weld', 'object': 'left door hinge', 'location': 'hinge pillar'}]",only need for navigation,ఎడమ తలుపు స్టిల్ వద్ద స్టిల్ స్టిల్ కుదించుము.
Retrieve the right bolt set at the hardware bin.,Manipulation,"[{'action': 'pick', 'object': 'right bolt set', 'location': 'hardware bin'}]",only need for navigation,హార్డ్వేర్ డబ్బాలో కుడి బోల్ట్ సెట్ తిరిగి పొందండి.
Secure the right nut at the dashboard bracket.,Manipulation,"[{'action': 'tighten', 'object': 'right nut', 'location': 'dashboard bracket'}]",only need for navigation,డాష్బోర్డ్ బ్రాకెట్ కుడి నట్ అటాచ్.
Please attach the front battery in the battery tray.,Manipulation,"[{'action': 'install', 'object': 'front battery', 'location': 'battery tray'}]",only need for navigation,బ్యాటరీ ట్రే లో ముందు బ్యాటరీ అనుసంధానించండి.
Please install the front windshield in the front frame.,Manipulation,"[{'action': 'install', 'object': 'front windshield', 'location': 'front frame'}]",only need for navigation,ముందు ఫ్రేమ్ లో ముందు గ్లాస్ ఇన్స్టాల్ దయచేసి.
The front seat mount should be fuseed at the interior floor.,Manipulation,"[{'action': 'weld', 'object': 'front seat mount', 'location': 'interior floor'}]",only need for navigation,ముందు సీటు మౌంట్ లోపలి అంతస్తులో కరిగించాలి.
Please tune the right seat position in the cabin.,Manipulation,"[{'action': 'adjust', 'object': 'right seat position', 'location': 'cabin'}]",only need for navigation,దయచేసి కుడి సీటు స్థానం ట్యూన్ క్యాబిన్ లో.
Please position the front air filter in the air intake housing.,Manipulation,"[{'action': 'place', 'object': 'front air filter', 'location': 'air intake housing'}]",only need for navigation,దయచేసి ముందు గాలి ఫిల్టర్ను గాలి ప్రవేశ హౌసింగ్లో ఉంచండి.
Please attach the front fuse box in the dashboard panel.,Manipulation,"[{'action': 'install', 'object': 'front fuse box', 'location': 'dashboard panel'}]",only need for navigation,డాష్బోర్డ్ ప్యానెల్లో ముందు ఫ్యూజ్ బాక్స్ను జత చేయండి.
You must fit the rear steering wheel in the steering column.,Manipulation,"[{'action': 'install', 'object': 'rear steering wheel', 'location': 'steering column'}]",only need for navigation,మీరు వెనుక స్టీరింగ్ వీల్ను స్టీరింగ్ కాలమ్ లోకి అమర్చాలి.
Position the rear floor mat at the rear passenger area.,Manipulation,"[{'action': 'place', 'object': 'rear floor mat', 'location': 'rear passenger area'}]",only need for navigation,వెనుక ప్రయాణీకుల ప్రాంతంలో వెనుక ఫ్లోర్ మాట్ ఉంచండి.
"In the interior floor, weld the front floor panel carefully.",Manipulation,"[{'action': 'weld', 'object': 'front floor panel', 'location': 'interior floor'}]",only need for navigation,"లోపలి అంతస్తులో, ముందు అంతస్తు ప్యానెల్ను జాగ్రత్తగా వేడి చేయండి."
Fasten the rear bolt at the chassis structure.,Manipulation,"[{'action': 'tighten', 'object': 'rear bolt', 'location': 'chassis structure'}]",only need for navigation,చట్రం నిర్మాణం వద్ద వెనుక బోల్ట్ బిగించి.
The left air filter should be positioned at the air intake housing.,Manipulation,"[{'action': 'place', 'object': 'left air filter', 'location': 'air intake housing'}]",only need for navigation,ఎడమవైపు గాలి ఫిల్టర్ను గాలి ప్రవేశ హౌసింగ్ వద్ద ఉంచాలి.
Begin by tuneing the right vent direction in the dashboard.,Manipulation,"[{'action': 'adjust', 'object': 'right vent direction', 'location': 'dashboard'}]",only need for navigation,డాష్బోర్డ్ లో కుడి వెంట్ దిశలో ట్యూన్ చేయడం ద్వారా ప్రారంభించండి.
"In the safety module bin, pick the left airbag module carefully.",Manipulation,"[{'action': 'pick', 'object': 'left airbag module', 'location': 'safety module bin'}]",only need for navigation,"భద్రతా మాడ్యూల్ బిన్ లో, ఎడమ ఎయిర్బ్యాగ్ మాడ్యూల్ జాగ్రత్తగా ఎంచుకోండి."
Go to the paint booth and spray the rear door.,Manipulation,"[{'action': 'paint', 'object': 'rear door', 'location': 'paint booth'}]",only need for navigation,పెయింట్ స్టాండ్ వెళ్ళండి మరియు వెనుక తలుపు స్ప్రే.
The front seat cushion should be seted at the seat frame.,Manipulation,"[{'action': 'place', 'object': 'front seat cushion', 'location': 'seat frame'}]",only need for navigation,ముందు సీటు మెత్తని సీటు ఫ్రేమ్ వద్ద అమర్చాలి.
Begin by positioning the rear license plate in the rear panel.,Manipulation,"[{'action': 'place', 'object': 'rear license plate', 'location': 'rear panel'}]",only need for navigation,వెనుక ప్లేట్ వెనుక ప్యానెల్ లో స్థానంలో ద్వారా ప్రారంభించండి.
Please attach the rear headlight in the front fascia.,Manipulation,"[{'action': 'install', 'object': 'rear headlight', 'location': 'front fascia'}]",only need for navigation,ముందు ఫాసియా వెనుక ఫార్ లైట్ అనుసంధానించండి.
Please tighten the front lug nut in the tire assembly zone.,Manipulation,"[{'action': 'tighten', 'object': 'front lug nut', 'location': 'tire assembly zone'}]",only need for navigation,దయచేసి టైర్ అసెంబ్లీ జోన్ లో ముందు lug ముక్కు బిగించి.
Fit the rear battery at the powertrain mount.,Manipulation,"[{'action': 'install', 'object': 'rear battery', 'location': 'powertrain mount'}]",only need for navigation,శక్తి ట్రైన్ మౌంట్ వద్ద వెనుక బ్యాటరీ అమర్చండి.
Begin by tightening the right hose clamp in the radiator inlet.,Manipulation,"[{'action': 'tighten', 'object': 'right hose clamp', 'location': 'radiator inlet'}]",only need for navigation,రేడియేటర్ ఇన్లెట్ లో కుడి గొట్టం బిగింపు బిగించడం ద్వారా ప్రారంభించండి.
Begin by tuneing the front seat position in the interior fitting area.,Manipulation,"[{'action': 'adjust', 'object': 'front seat position', 'location': 'interior fitting area'}]",only need for navigation,అంతర్గత అమరిక ప్రాంతంలో ముందు సీటు స్థానం ట్యూన్ చేయడం ద్వారా ప్రారంభించండి.
The left exhaust hanger should be joined at the underbody.,Manipulation,"[{'action': 'weld', 'object': 'left exhaust hanger', 'location': 'underbody'}]",only need for navigation,ఎడమ ఎగ్జాస్ట్ హ్యాంగర్ లోడ్ప్రమాణంలో కలుపుతారు ఉండాలి.
"In the seat anchor points, fuse the rear seat mount carefully.",Manipulation,"[{'action': 'weld', 'object': 'rear seat mount', 'location': 'seat anchor points'}]",only need for navigation,"సీటు యాంకర్ పాయింట్లలో, వెనుక సీటు మౌంట్ జాగ్రత్తగా కదిలించు."
Coat the front mirror cover at the touch-up zone.,Manipulation,"[{'action': 'paint', 'object': 'front mirror cover', 'location': 'touch-up zone'}]",only need for navigation,టచ్ అప్ జోన్ వద్ద ఫ్రంట్ స్పైర్ కవర్ను పూరించండి.
"In the dashboard bracket, fasten the right nut carefully.",Manipulation,"[{'action': 'tighten', 'object': 'right nut', 'location': 'dashboard bracket'}]",only need for navigation,"డాష్బోర్డ్ బ్రాకెట్ లో, కుడి ముద్దను జాగ్రత్తగా కట్టుకోండి."
Go to the pipe rack and retrieve the front coolant pipe.,Manipulation,"[{'action': 'pick', 'object': 'front coolant pipe', 'location': 'pipe rack'}]",only need for navigation,పైప్ రాక్ వెళ్ళండి మరియు ముందు శీతలీకరణ పైపు తిరిగి.
Go to the driver seat area and adjust the rear sun visor.,Manipulation,"[{'action': 'adjust', 'object': 'rear sun visor', 'location': 'driver seat area'}]",only need for navigation,డ్రైవర్ సీటు ప్రాంతానికి వెళ్ళి వెనుక సన్ విజర్ సర్దుబాటు.
Go to the seat mount and tighten the rear nut.,Manipulation,"[{'action': 'tighten', 'object': 'rear nut', 'location': 'seat mount'}]",only need for navigation,సీటు మౌంట్ వెళ్ళండి మరియు వెనుక నట్ బిగించి.
You must paint the rear door in the color station.,Manipulation,"[{'action': 'paint', 'object': 'rear door', 'location': 'color station'}]",only need for navigation,మీరు రంగు స్టేషన్ లో వెనుక తలుపు చిత్రీకరించడానికి ఉండాలి.
Begin by fiting the left headlight in the front fascia.,Manipulation,"[{'action': 'install', 'object': 'left headlight', 'location': 'front fascia'}]",only need for navigation,ముందు fascia లో ఎడమ ఫామ్ లైట్ అమర్చడం ద్వారా ప్రారంభించండి.
Begin by fastening the rear screw in the glove compartment.,Manipulation,"[{'action': 'tighten', 'object': 'rear screw', 'location': 'glove compartment'}]",only need for navigation,తొడుగు గదుల్లో వెనుక స్క్రూను బిగించడం ద్వారా ప్రారంభించండి.
The left steering column should be adjusted at the driver zone.,Manipulation,"[{'action': 'adjust', 'object': 'left steering column', 'location': 'driver zone'}]",only need for navigation,ఎడమ స్టీరింగ్ కాలమ్ డ్రైవర్ జోన్ వద్ద సర్దుబాటు చేయాలి.
"In the trim paint area, paint the front fender carefully.",Manipulation,"[{'action': 'paint', 'object': 'front fender', 'location': 'trim paint area'}]",only need for navigation,"ట్రిమ్ పెయింట్ ప్రాంతంలో, ముందు ఫెండర్ను జాగ్రత్తగా పెయింట్ చేయండి."
"In the rear bumper mount, place the right license plate carefully.",Manipulation,"[{'action': 'place', 'object': 'right license plate', 'location': 'rear bumper mount'}]",only need for navigation,"వెనుక బంపర్ మౌంట్ లో, కుడి లైసెన్స్ ప్లేట్ జాగ్రత్తగా ఉంచండి."
Go to the wiring tray and grab the right wiring harness.,Manipulation,"[{'action': 'pick', 'object': 'right wiring harness', 'location': 'wiring tray'}]",only need for navigation,వైరింగ్ ట్రే వెళ్ళండి మరియు కుడి వైరింగ్ హార్న్ పట్టుకోండి.
You must tune the rear headrest in the passenger seat.,Manipulation,"[{'action': 'adjust', 'object': 'rear headrest', 'location': 'passenger seat'}]",only need for navigation,మీరు ప్రయాణీకుల సీటు వెనుక తలస్థానాన్ని అటాచ్ చేయాలి.
The right battery should be fited at the engine bay.,Manipulation,"[{'action': 'install', 'object': 'right battery', 'location': 'engine bay'}]",only need for navigation,సరైన బ్యాటరీని ఇంజిన్ బే వద్ద అమర్చాలి.
Begin by welding the right suspension bracket in the rear assembly section.,Manipulation,"[{'action': 'weld', 'object': 'right suspension bracket', 'location': 'rear assembly section'}]",only need for navigation,వెనుక అసెంబ్లీ విభాగంలో కుడి సస్పెన్షన్ బ్రాకెట్ను వేల్డింగ్ చేయడం ద్వారా ప్రారంభించండి.
Begin by painting the left roof panel in the color curing chamber.,Manipulation,"[{'action': 'paint', 'object': 'left roof panel', 'location': 'color curing chamber'}]",only need for navigation,రంగు గట్టిపడే గదిలో ఎడమ పైకప్పు ప్యానెల్ చిత్రించడం ద్వారా ప్రారంభించండి.
Go to the painting bay and coat the rear hood.,Manipulation,"[{'action': 'paint', 'object': 'rear hood', 'location': 'painting bay'}]",only need for navigation,పెయింటింగ్ బే వెళ్ళండి మరియు వెనుక హుడ్ పూత.
Please fasten the rear bolt in the engine bay.,Manipulation,"[{'action': 'tighten', 'object': 'rear bolt', 'location': 'engine bay'}]",only need for navigation,ఇంజిన్ బే లో వెనుక బోర్ట్ అటాచ్ దయచేసి.
Begin by seting the left air filter in the air intake housing.,Manipulation,"[{'action': 'place', 'object': 'left air filter', 'location': 'air intake housing'}]",only need for navigation,ఎడమవైపు గాలి ఫిల్టర్ను వాయు ప్రవేశ హౌసింగ్లో అమర్చడం ద్వారా ప్రారంభించండి.
Retrieve the front coolant pipe at the component shelf.,Manipulation,"[{'action': 'pick', 'object': 'front coolant pipe', 'location': 'component shelf'}]",only need for navigation,భాగాలు షెల్ఫ్ వద్ద ముందు శీతలీకరణ పైపు తిరిగి పొందండి.
You must join the rear door hinge in the door frame.,Manipulation,"[{'action': 'weld', 'object': 'rear door hinge', 'location': 'door frame'}]",only need for navigation,మీరు తలుపు ఫ్రేమ్ లో వెనుక తలుపు చీలిక చేరాలి.
Mount the right dashboard at the cockpit area.,Manipulation,"[{'action': 'install', 'object': 'right dashboard', 'location': 'cockpit area'}]",only need for navigation,కుడి డాష్బోర్డ్ను కాక్పిట్ ప్రాంతంలో అమర్చండి.
Install the right battery at the engine bay.,Manipulation,"[{'action': 'install', 'object': 'right battery', 'location': 'engine bay'}]",only need for navigation,ఇంజిన్ బే వద్ద కుడి బ్యాటరీ ఇన్స్టాల్.
